"activity" "subject_id" "features" "average_value"
"WALKING" 16 "tBodyGyro_mean_X" -0.0151721912792157
"WALKING_DOWNSTAIRS" 16 "tBodyGyro_mean_X" -0.0225373369978723
"WALKING_UPSTAIRS" 16 "tBodyGyro_mean_X" 0.0718408878078431
"LAYING" 17 "tBodyGyro_mean_X" -0.0234756467113239
"SITTING" 17 "tBodyGyro_mean_X" -0.042549159015625
"STANDING" 17 "tBodyGyro_mean_X" -0.0269576937130769
"WALKING" 17 "tBodyGyro_mean_X" -0.00922265519180328
"WALKING_DOWNSTAIRS" 17 "tBodyGyro_mean_X" 0.0677728390673913
"WALKING_UPSTAIRS" 17 "tBodyGyro_mean_X" -0.0304250571395833
"LAYING" 18 "tBodyGyro_mean_X" -0.02517618068
"SITTING" 18 "tBodyGyro_mean_X" -0.0333057034385965
"STANDING" 18 "tBodyGyro_mean_X" -0.0265873248835616
"WALKING" 18 "tBodyGyro_mean_X" -0.0399399716026786
"WALKING_DOWNSTAIRS" 18 "tBodyGyro_mean_X" -0.0576548655654545
"WALKING_UPSTAIRS" 18 "tBodyGyro_mean_X" -0.0470683915017241
"LAYING" 19 "tBodyGyro_mean_X" -0.0312072730559566
"SITTING" 19 "tBodyGyro_mean_X" -0.0214151280054795
"STANDING" 19 "tBodyGyro_mean_X" -0.025090574020274
"WALKING" 19 "tBodyGyro_mean_X" -0.0274970979894231
"WALKING_DOWNSTAIRS" 19 "tBodyGyro_mean_X" -0.205775427307692
"WALKING_UPSTAIRS" 19 "tBodyGyro_mean_X" 0.0388537087875
"LAYING" 20 "tBodyGyro_mean_X" -0.0231760616308824
"SITTING" 20 "tBodyGyro_mean_X" -0.036405928969697
"STANDING" 20 "tBodyGyro_mean_X" -0.0241335049573973
"WALKING" 20 "tBodyGyro_mean_X" -0.0234104225980392
"WALKING_DOWNSTAIRS" 20 "tBodyGyro_mean_X" -0.111367747557778
"WALKING_UPSTAIRS" 20 "tBodyGyro_mean_X" 0.0659193258862745
"LAYING" 21 "tBodyGyro_mean_X" -0.0305126188777778
"SITTING" 21 "tBodyGyro_mean_X" -0.0198712820612471
"STANDING" 21 "tBodyGyro_mean_X" -0.0191731896359551
"WALKING" 21 "tBodyGyro_mean_X" -0.0459323393842308
"WALKING_DOWNSTAIRS" 21 "tBodyGyro_mean_X" -0.126388023595556
"WALKING_UPSTAIRS" 21 "tBodyGyro_mean_X" 0.062608688893617
"LAYING" 22 "tBodyGyro_mean_X" -0.0208311371125
"SITTING" 22 "tBodyGyro_mean_X" -0.0360430675032258
"STANDING" 22 "tBodyGyro_mean_X" -0.0275201762126984
"WALKING" 22 "tBodyGyro_mean_X" 0.0007771571
"WALKING_DOWNSTAIRS" 22 "tBodyGyro_mean_X" -0.0779611213138889
"WALKING_UPSTAIRS" 22 "tBodyGyro_mean_X" 0.13497880785381
"LAYING" 23 "tBodyGyro_mean_X" -0.0113399724663889
"SITTING" 23 "tBodyGyro_mean_X" -0.0472583464367647
"STANDING" 23 "tBodyGyro_mean_X" -0.0327397745133823
"WALKING" 23 "tBodyGyro_mean_X" -0.0631156870355932
"WALKING_DOWNSTAIRS" 23 "tBodyGyro_mean_X" -0.0578230190203704
"WALKING_UPSTAIRS" 23 "tBodyGyro_mean_X" 0.0957940245941176
"LAYING" 24 "tBodyGyro_mean_X" -0.0143679929444444
"SITTING" 24 "tBodyGyro_mean_X" -0.0356229619955882
"STANDING" 24 "tBodyGyro_mean_X" -0.0278611511434783
"WALKING" 24 "tBodyGyro_mean_X" -0.0545126870724138
"WALKING_DOWNSTAIRS" 24 "tBodyGyro_mean_X" -0.0867069010690909
"WALKING_UPSTAIRS" 24 "tBodyGyro_mean_X" 0.0883163772152542
"LAYING" 25 "tBodyGyro_mean_X" 0.00372723459589041
"SITTING" 25 "tBodyGyro_mean_X" -0.0352052091230769
"STANDING" 25 "tBodyGyro_mean_X" -0.0247946750959459
"WALKING" 25 "tBodyGyro_mean_X" -0.0156305378067568
"WALKING_DOWNSTAIRS" 25 "tBodyGyro_mean_X" 0.00299112856551724
"WALKING_UPSTAIRS" 25 "tBodyGyro_mean_X" 0.0556121923307692
"LAYING" 26 "tBodyGyro_mean_X" -0.0170656239526316
"SITTING" 26 "tBodyGyro_mean_X" -0.0370217449628205
"STANDING" 26 "tBodyGyro_mean_X" -0.0245345837959459
"WALKING" 26 "tBodyGyro_mean_X" -0.00334085938813559
"WALKING_DOWNSTAIRS" 26 "tBodyGyro_mean_X" -0.010752208236
"WALKING_UPSTAIRS" 26 "tBodyGyro_mean_X" -0.0247950825654545
"LAYING" 27 "tBodyGyro_mean_X" -0.0195427328781081
"SITTING" 27 "tBodyGyro_mean_X" -0.0371830822285714
"STANDING" 27 "tBodyGyro_mean_X" -0.026731653905
"WALKING" 27 "tBodyGyro_mean_X" -0.08558835714
"WALKING_DOWNSTAIRS" 27 "tBodyGyro_mean_X" -0.159826551905227
"WALKING_UPSTAIRS" 27 "tBodyGyro_mean_X" -0.0940344886803922
"LAYING" 28 "tBodyGyro_mean_X" -0.017367705735
"SITTING" 28 "tBodyGyro_mean_X" -0.0339018030166667
"STANDING" 28 "tBodyGyro_mean_X" -0.0253281543540506
"WALKING" 28 "tBodyGyro_mean_X" -0.105896207861111
"WALKING_DOWNSTAIRS" 28 "tBodyGyro_mean_X" -0.141096309502174
"WALKING_UPSTAIRS" 28 "tBodyGyro_mean_X" -0.129362970764706
"LAYING" 29 "tBodyGyro_mean_X" -0.0258281004782609
"SITTING" 29 "tBodyGyro_mean_X" -0.0379271112333333
"STANDING" 29 "tBodyGyro_mean_X" -0.0276075573307692
"WALKING" 29 "tBodyGyro_mean_X" -0.00795668167188679
"WALKING_DOWNSTAIRS" 29 "tBodyGyro_mean_X" -0.0374126070957292
"WALKING_UPSTAIRS" 29 "tBodyGyro_mean_X" 0.0931989463020408
"LAYING" 30 "tBodyGyro_mean_X" -0.0267812218571429
"SITTING" 30 "tBodyGyro_mean_X" -0.0358426482048387
"STANDING" 30 "tBodyGyro_mean_X" -0.027613853538983
"WALKING" 30 "tBodyGyro_mean_X" -0.0459505355861538
"WALKING_DOWNSTAIRS" 30 "tBodyGyro_mean_X" -0.0745591301759677
"WALKING_UPSTAIRS" 30 "tBodyGyro_mean_X" -0.00355974576923077
"LAYING" 1 "tBodyGyro_mean_Y" -0.064486124088
"SITTING" 1 "tBodyGyro_mean_Y" -0.0919241549361702
"STANDING" 1 "tBodyGyro_mean_Y" -0.0593972209811321
"WALKING" 1 "tBodyGyro_mean_Y" -0.0695300462115789
"WALKING_DOWNSTAIRS" 1 "tBodyGyro_mean_Y" -0.0909371290204082
"WALKING_UPSTAIRS" 1 "tBodyGyro_mean_Y" -0.166170015088679
"LAYING" 2 "tBodyGyro_mean_Y" -0.111800824583333
"SITTING" 2 "tBodyGyro_mean_Y" -0.0599286797043478
"STANDING" 2 "tBodyGyro_mean_Y" -0.0820396577592593
"WALKING" 2 "tBodyGyro_mean_Y" -0.0482382316949153
"WALKING_DOWNSTAIRS" 2 "tBodyGyro_mean_Y" -0.00482329231914894
"WALKING_UPSTAIRS" 2 "tBodyGyro_mean_Y" -0.0320883097395833
"LAYING" 3 "tBodyGyro_mean_Y" -0.0718507159435484
"SITTING" 3 "tBodyGyro_mean_Y" -0.07524100275
"STANDING" 3 "tBodyGyro_mean_Y" -0.0585101918262295
"WALKING" 3 "tBodyGyro_mean_Y" -0.0779150937413793
"WALKING_DOWNSTAIRS" 3 "tBodyGyro_mean_Y" -0.0139358043959184
"WALKING_UPSTAIRS" 3 "tBodyGyro_mean_Y" -0.139275405637288
"LAYING" 4 "tBodyGyro_mean_Y" -0.0930128180759259
"SITTING" 4 "tBodyGyro_mean_Y" -0.08943006108
"STANDING" 4 "tBodyGyro_mean_Y" -0.061824850625
"WALKING" 4 "tBodyGyro_mean_Y" -0.0726905278583333
"WALKING_DOWNSTAIRS" 4 "tBodyGyro_mean_Y" -0.0704025952333333
"WALKING_UPSTAIRS" 4 "tBodyGyro_mean_Y" -0.0859471683596154
"LAYING" 5 "tBodyGyro_mean_Y" -0.0798709596153846
"SITTING" 5 "tBodyGyro_mean_Y" -0.0835484079545455
"STANDING" 5 "tBodyGyro_mean_Y" -0.050987505
"WALKING" 5 "tBodyGyro_mean_Y" -0.0690135249642857
"WALKING_DOWNSTAIRS" 5 "tBodyGyro_mean_Y" -0.0707805998787234
"WALKING_UPSTAIRS" 5 "tBodyGyro_mean_Y" -0.117195551802128
"LAYING" 6 "tBodyGyro_mean_Y" -0.107218315054386
"SITTING" 6 "tBodyGyro_mean_Y" -0.0899083302550909
"STANDING" 6 "tBodyGyro_mean_Y" -0.0589823639438597
"WALKING" 6 "tBodyGyro_mean_Y" -0.0744462466
"WALKING_DOWNSTAIRS" 6 "tBodyGyro_mean_Y" -0.0341782208604167
"WALKING_UPSTAIRS" 6 "tBodyGyro_mean_Y" -0.0518981989072549
"LAYING" 7 "tBodyGyro_mean_Y" -0.133605695057692
"SITTING" 7 "tBodyGyro_mean_Y" -0.03361196465625
"STANDING" 7 "tBodyGyro_mean_Y" -0.0774336443396226
"WALKING" 7 "tBodyGyro_mean_Y" -0.0837113724842105
"WALKING_DOWNSTAIRS" 7 "tBodyGyro_mean_Y" -0.049717460606383
"WALKING_UPSTAIRS" 7 "tBodyGyro_mean_Y" -0.00247161973
"LAYING" 8 "tBodyGyro_mean_Y" -0.0891374138592593
"SITTING" 8 "tBodyGyro_mean_Y" -0.0955089236521739
"STANDING" 8 "tBodyGyro_mean_Y" -0.0280117633814815
"WALKING" 8 "tBodyGyro_mean_Y" -0.095791790535
"WALKING_DOWNSTAIRS" 8 "tBodyGyro_mean_Y" -0.0500760173342105
"WALKING_UPSTAIRS" 8 "tBodyGyro_mean_Y" -0.204205356087805
"LAYING" 9 "tBodyGyro_mean_Y" -0.15890291983
"SITTING" 9 "tBodyGyro_mean_Y" -0.04142711812
"STANDING" 9 "tBodyGyro_mean_Y" -0.060810158296
"WALKING" 9 "tBodyGyro_mean_Y" -0.0625598710615385
"WALKING_DOWNSTAIRS" 9 "tBodyGyro_mean_Y" -0.0712598843142857
"WALKING_UPSTAIRS" 9 "tBodyGyro_mean_Y" -0.0412587909579592
"LAYING" 10 "tBodyGyro_mean_Y" -0.0770325657265517
"SITTING" 10 "tBodyGyro_mean_Y" -0.0679993598888889
"STANDING" 10 "tBodyGyro_mean_Y" -0.0876820486363636
"WALKING" 10 "tBodyGyro_mean_Y" -0.0819540783760943
"WALKING_DOWNSTAIRS" 10 "tBodyGyro_mean_Y" -0.106742538831579
"WALKING_UPSTAIRS" 10 "tBodyGyro_mean_Y" -0.0954600216446809
"LAYING" 11 "tBodyGyro_mean_Y" -0.041559989822807
"SITTING" 11 "tBodyGyro_mean_Y" -0.0755284478679245
"STANDING" 11 "tBodyGyro_mean_Y" -0.0765465041914894
"WALKING" 11 "tBodyGyro_mean_Y" -0.0705104974254237
"WALKING_DOWNSTAIRS" 11 "tBodyGyro_mean_Y" -0.0262775345369565
"WALKING_UPSTAIRS" 11 "tBodyGyro_mean_Y" -0.0566928808703704
"LAYING" 12 "tBodyGyro_mean_Y" -0.0835537350333333
"SITTING" 12 "tBodyGyro_mean_Y" -0.0751980398235294
"STANDING" 12 "tBodyGyro_mean_Y" -0.0700083750360656
"WALKING" 12 "tBodyGyro_mean_Y" -0.03442910782
"WALKING_DOWNSTAIRS" 12 "tBodyGyro_mean_Y" -0.0427336692521739
"WALKING_UPSTAIRS" 12 "tBodyGyro_mean_Y" -0.0411314519307692
"LAYING" 13 "tBodyGyro_mean_Y" -0.0966250701451613
"SITTING" 13 "tBodyGyro_mean_Y" -0.0902687401836735
"STANDING" 13 "tBodyGyro_mean_Y" -0.0753205243684211
"WALKING" 13 "tBodyGyro_mean_Y" -0.0798472502663158
"WALKING_DOWNSTAIRS" 13 "tBodyGyro_mean_Y" -0.0237205719148936
"WALKING_UPSTAIRS" 13 "tBodyGyro_mean_Y" 0.00381966911090909
"LAYING" 14 "tBodyGyro_mean_Y" -0.153423807745098
"SITTING" 14 "tBodyGyro_mean_Y" -0.0713478280925926
"STANDING" 14 "tBodyGyro_mean_Y" -0.05581088271
"WALKING" 14 "tBodyGyro_mean_Y" -0.0829682847966102
"WALKING_DOWNSTAIRS" 14 "tBodyGyro_mean_Y" -0.0945288409066667
"WALKING_UPSTAIRS" 14 "tBodyGyro_mean_Y" -0.123499570044444
"LAYING" 15 "tBodyGyro_mean_Y" -0.0619700871944444
"SITTING" 15 "tBodyGyro_mean_Y" -0.0803428762830509
"STANDING" 15 "tBodyGyro_mean_Y" -0.0659637517169811
"WALKING" 15 "tBodyGyro_mean_Y" -0.06124278833
"WALKING_DOWNSTAIRS" 15 "tBodyGyro_mean_Y" -0.0346755727619048
"WALKING_UPSTAIRS" 15 "tBodyGyro_mean_Y" -0.154721289270833
"LAYING" 16 "tBodyGyro_mean_Y" -0.113675060885714
"SITTING" 16 "tBodyGyro_mean_Y" -0.0574525433043478
"STANDING" 16 "tBodyGyro_mean_Y" -0.068667733
"WALKING" 16 "tBodyGyro_mean_Y" -0.0695955689607843
"WALKING_DOWNSTAIRS" 16 "tBodyGyro_mean_Y" -0.068264792706383
"WALKING_UPSTAIRS" 16 "tBodyGyro_mean_Y" -0.0486136789705882
"LAYING" 17 "tBodyGyro_mean_Y" -0.0944580192535211
"SITTING" 17 "tBodyGyro_mean_Y" -0.0669245931234375
"STANDING" 17 "tBodyGyro_mean_Y" -0.0770632126371795
"WALKING" 17 "tBodyGyro_mean_Y" -0.0839773343770492
"WALKING_DOWNSTAIRS" 17 "tBodyGyro_mean_Y" -0.123517195928261
"WALKING_UPSTAIRS" 17 "tBodyGyro_mean_Y" -0.0548455941370417
"LAYING" 18 "tBodyGyro_mean_Y" -0.0837587308153846
"SITTING" 18 "tBodyGyro_mean_Y" -0.0685796341105263
"STANDING" 18 "tBodyGyro_mean_Y" -0.0732260127945206
"WALKING" 18 "tBodyGyro_mean_Y" -0.0613727362975
"WALKING_DOWNSTAIRS" 18 "tBodyGyro_mean_Y" -0.0636214336761818
"WALKING_UPSTAIRS" 18 "tBodyGyro_mean_Y" -0.0526133819862069
"LAYING" 19 "tBodyGyro_mean_Y" -0.0952628014096386
"SITTING" 19 "tBodyGyro_mean_Y" -0.0520207886438356
"STANDING" 19 "tBodyGyro_mean_Y" -0.0631429827260274
"WALKING" 19 "tBodyGyro_mean_Y" -0.0751569333730769
"WALKING_DOWNSTAIRS" 19 "tBodyGyro_mean_Y" 0.0274707556666667
"WALKING_UPSTAIRS" 19 "tBodyGyro_mean_Y" -0.134514320575
"LAYING" 20 "tBodyGyro_mean_Y" -0.0954899626029412
"SITTING" 20 "tBodyGyro_mean_Y" -0.0650689347121212
"STANDING" 20 "tBodyGyro_mean_Y" -0.0698308923617808
"WALKING" 20 "tBodyGyro_mean_Y" -0.074105054612549
"WALKING_DOWNSTAIRS" 20 "tBodyGyro_mean_Y" 0.0139023395111111
"WALKING_UPSTAIRS" 20 "tBodyGyro_mean_Y" -0.174650964745098
"LAYING" 21 "tBodyGyro_mean_Y" -0.113800486377778
"SITTING" 21 "tBodyGyro_mean_Y" -0.0653077503317647
"STANDING" 21 "tBodyGyro_mean_Y" -0.0738115865407865
"WALKING" 21 "tBodyGyro_mean_Y" -0.0590294439942308
"WALKING_DOWNSTAIRS" 21 "tBodyGyro_mean_Y" 0.0162145300888889
"WALKING_UPSTAIRS" 21 "tBodyGyro_mean_Y" -0.155622431382979
"LAYING" 22 "tBodyGyro_mean_Y" -0.09257231175
"SITTING" 22 "tBodyGyro_mean_Y" -0.0793617444354839
"STANDING" 22 "tBodyGyro_mean_Y" -0.0690067688269841
"WALKING" 22 "tBodyGyro_mean_Y" -0.0960880731804348
"WALKING_DOWNSTAIRS" 22 "tBodyGyro_mean_Y" -0.0697154455833333
"WALKING_UPSTAIRS" 22 "tBodyGyro_mean_Y" -0.181458414495238
"LAYING" 23 "tBodyGyro_mean_Y" -0.105052917
"SITTING" 23 "tBodyGyro_mean_Y" -0.0684325551029412
"STANDING" 23 "tBodyGyro_mean_Y" -0.0652264793213235
"WALKING" 23 "tBodyGyro_mean_Y" -0.0640197920966102
"WALKING_DOWNSTAIRS" 23 "tBodyGyro_mean_Y" -0.0853077464277778
"WALKING_UPSTAIRS" 23 "tBodyGyro_mean_Y" -0.111564389137255
"LAYING" 24 "tBodyGyro_mean_Y" -0.0955538053611111
"SITTING" 24 "tBodyGyro_mean_Y" -0.0750132697044118
"STANDING" 24 "tBodyGyro_mean_Y" -0.0692546674492754
"WALKING" 24 "tBodyGyro_mean_Y" -0.0658435879913793
"WALKING_DOWNSTAIRS" 24 "tBodyGyro_mean_Y" -0.0542300245127273
"WALKING_UPSTAIRS" 24 "tBodyGyro_mean_Y" -0.105932947294915
"LAYING" 25 "tBodyGyro_mean_Y" -0.0716401726150685
"SITTING" 25 "tBodyGyro_mean_Y" -0.0748002714615385
"STANDING" 25 "tBodyGyro_mean_Y" -0.0698876853378378
"WALKING" 25 "tBodyGyro_mean_Y" -0.0820768065347297
"WALKING_DOWNSTAIRS" 25 "tBodyGyro_mean_Y" -0.101115076366897
"WALKING_UPSTAIRS" 25 "tBodyGyro_mean_Y" -0.109437658104615
"LAYING" 26 "tBodyGyro_mean_Y" -0.0903229228815789
"SITTING" 26 "tBodyGyro_mean_Y" -0.0840648503320513
"STANDING" 26 "tBodyGyro_mean_Y" -0.0731385762635135
"WALKING" 26 "tBodyGyro_mean_Y" -0.0841507651508475
"WALKING_DOWNSTAIRS" 26 "tBodyGyro_mean_Y" -0.1003822042168
"WALKING_UPSTAIRS" 26 "tBodyGyro_mean_Y" -0.0657601804418182
"LAYING" 27 "tBodyGyro_mean_Y" -0.0957839566891892
"SITTING" 27 "tBodyGyro_mean_Y" -0.0797345645214286
"STANDING" 27 "tBodyGyro_mean_Y" -0.067507120075
"WALKING" 27 "tBodyGyro_mean_Y" -0.0365348163649123
"WALKING_DOWNSTAIRS" 27 "tBodyGyro_mean_Y" -0.0163131590545455
"WALKING_UPSTAIRS" 27 "tBodyGyro_mean_Y" 0.00212499391686275
"LAYING" 28 "tBodyGyro_mean_Y" -0.097448733725
"SITTING" 28 "tBodyGyro_mean_Y" -0.0673943850555556
"STANDING" 28 "tBodyGyro_mean_Y" -0.0739001646962025
"WALKING" 28 "tBodyGyro_mean_Y" -0.0172822168012963
"WALKING_DOWNSTAIRS" 28 "tBodyGyro_mean_Y" 0.00710564286763044
"WALKING_UPSTAIRS" 28 "tBodyGyro_mean_Y" 0.0212250958019608
"LAYING" 29 "tBodyGyro_mean_Y" -0.0761814357028986
"SITTING" 29 "tBodyGyro_mean_Y" -0.0755797672133333
"STANDING" 29 "tBodyGyro_mean_Y" -0.0721060679123077
"WALKING" 29 "tBodyGyro_mean_Y" -0.081960153154717
"WALKING_DOWNSTAIRS" 29 "tBodyGyro_mean_Y" -0.0851045889895833
"WALKING_UPSTAIRS" 29 "tBodyGyro_mean_Y" -0.152328112210204
"LAYING" 30 "tBodyGyro_mean_Y" -0.0761476351714286
"SITTING" 30 "tBodyGyro_mean_Y" -0.074353558416129
"STANDING" 30 "tBodyGyro_mean_Y" -0.0670334379830509
"WALKING" 30 "tBodyGyro_mean_Y" -0.0649170927338462
"WALKING_DOWNSTAIRS" 30 "tBodyGyro_mean_Y" -0.0693112411951613
"WALKING_UPSTAIRS" 30 "tBodyGyro_mean_Y" -0.0779606464676923
"LAYING" 1 "tBodyGyro_mean_Z" 0.14868943626
"SITTING" 1 "tBodyGyro_mean_Z" 0.0629313811914894
"STANDING" 1 "tBodyGyro_mean_Z" 0.074800751
"WALKING" 1 "tBodyGyro_mean_Z" 0.0849448173042105
"WALKING_DOWNSTAIRS" 1 "tBodyGyro_mean_Z" 0.0900850142030612
"WALKING_UPSTAIRS" 1 "tBodyGyro_mean_Z" 0.0583595463981132
"LAYING" 2 "tBodyGyro_mean_Z" 0.144882846104167
"SITTING" 2 "tBodyGyro_mean_Z" 0.0412277462173913
"STANDING" 2 "tBodyGyro_mean_Z" 0.0878351695481481
"WALKING" 2 "tBodyGyro_mean_Z" 0.0828336633220339
"WALKING_DOWNSTAIRS" 2 "tBodyGyro_mean_Z" 0.097173808906383
"WALKING_UPSTAIRS" 2 "tBodyGyro_mean_Z" 0.0688374021666667
"LAYING" 3 "tBodyGyro_mean_Z" 0.137999561112903
"SITTING" 3 "tBodyGyro_mean_Z" 0.0940113975530769
"STANDING" 3 "tBodyGyro_mean_Z" 0.0665262054098361
"WALKING" 3 "tBodyGyro_mean_Z" 0.0813485942827586
"WALKING_DOWNSTAIRS" 3 "tBodyGyro_mean_Z" 0.123826738353061
"WALKING_UPSTAIRS" 3 "tBodyGyro_mean_Z" 0.0215603697
"LAYING" 4 "tBodyGyro_mean_Z" 0.169720404092593
"SITTING" 4 "tBodyGyro_mean_Z" 0.10115033478
"STANDING" 4 "tBodyGyro_mean_Z" 0.0755636430892857
"WALKING" 4 "tBodyGyro_mean_Z" 0.0805677161216667
"WALKING_DOWNSTAIRS" 4 "tBodyGyro_mean_Z" 0.05926394948
"WALKING_UPSTAIRS" 4 "tBodyGyro_mean_Z" 0.0843753843384615
"LAYING" 5 "tBodyGyro_mean_Z" 0.159894366942308
"SITTING" 5 "tBodyGyro_mean_Z" 0.0823934451590909
"STANDING" 5 "tBodyGyro_mean_Z" 0.0690945763946429
"WALKING" 5 "tBodyGyro_mean_Z" 0.0815435495892857
"WALKING_DOWNSTAIRS" 5 "tBodyGyro_mean_Z" 0.0806559989574468
"WALKING_UPSTAIRS" 5 "tBodyGyro_mean_Z" 0.0424442819489362
"LAYING" 6 "tBodyGyro_mean_Z" 0.179102058245614
"SITTING" 6 "tBodyGyro_mean_Z" 0.0854346006181818
"STANDING" 6 "tBodyGyro_mean_Z" 0.0767394745964912
"WALKING" 6 "tBodyGyro_mean_Z" 0.0838808799280702
"WALKING_DOWNSTAIRS" 6 "tBodyGyro_mean_Z" 0.0870012595210417
"WALKING_UPSTAIRS" 6 "tBodyGyro_mean_Z" 0.0664234025976471
"LAYING" 7 "tBodyGyro_mean_Z" 0.155920029769231
"SITTING" 7 "tBodyGyro_mean_Z" 0.0259476655145833
"STANDING" 7 "tBodyGyro_mean_Z" 0.0851045000566038
"WALKING" 7 "tBodyGyro_mean_Z" 0.0641104602035088
"WALKING_DOWNSTAIRS" 7 "tBodyGyro_mean_Z" 0.116894769042766
"WALKING_UPSTAIRS" 7 "tBodyGyro_mean_Z" 0.139217071509804
"LAYING" 8 "tBodyGyro_mean_Z" 0.13818830737037
"SITTING" 8 "tBodyGyro_mean_Z" 0.0716048809782609
"STANDING" 8 "tBodyGyro_mean_Z" 0.063688907
"WALKING" 8 "tBodyGyro_mean_Z" 0.0509657915395833
"WALKING_DOWNSTAIRS" 8 "tBodyGyro_mean_Z" 0.114143855152368
"WALKING_UPSTAIRS" 8 "tBodyGyro_mean_Z" -0.0724546025804878
"LAYING" 9 "tBodyGyro_mean_Z" 0.101275010682
"SITTING" 9 "tBodyGyro_mean_Z" 0.0807919285908
"STANDING" 9 "tBodyGyro_mean_Z" 0.0992409332222222
"WALKING" 9 "tBodyGyro_mean_Z" 0.111629779896154
"WALKING_DOWNSTAIRS" 9 "tBodyGyro_mean_Z" 0.116804400690476
"WALKING_UPSTAIRS" 9 "tBodyGyro_mean_Z" 0.14569462592449
"LAYING" 10 "tBodyGyro_mean_Z" 0.104720478344828
"SITTING" 10 "tBodyGyro_mean_Z" 0.0745958869444444
"STANDING" 10 "tBodyGyro_mean_Z" 0.103251560681818
"WALKING" 10 "tBodyGyro_mean_Z" 0.0986695731160377
"WALKING_DOWNSTAIRS" 10 "tBodyGyro_mean_Z" 0.0724433685578947
"WALKING_UPSTAIRS" 10 "tBodyGyro_mean_Z" 0.0879664182957447
"LAYING" 11 "tBodyGyro_mean_Z" 0.152019015929825
"SITTING" 11 "tBodyGyro_mean_Z" 0.0761739419056604
"STANDING" 11 "tBodyGyro_mean_Z" 0.0810588216170213
"WALKING" 11 "tBodyGyro_mean_Z" 0.0843744495507542
"WALKING_DOWNSTAIRS" 11 "tBodyGyro_mean_Z" 0.057524457376087
"WALKING_UPSTAIRS" 11 "tBodyGyro_mean_Z" 0.0638054379968518
"LAYING" 12 "tBodyGyro_mean_Z" 0.14519184795
"SITTING" 12 "tBodyGyro_mean_Z" 0.0728462158235294
"STANDING" 12 "tBodyGyro_mean_Z" 0.074256819
"WALKING" 12 "tBodyGyro_mean_Z" 0.0999739123004
"WALKING_DOWNSTAIRS" 12 "tBodyGyro_mean_Z" 0.0895434978391304
"WALKING_UPSTAIRS" 12 "tBodyGyro_mean_Z" 0.0898022757730769
"LAYING" 13 "tBodyGyro_mean_Z" 0.117819614790323
"SITTING" 13 "tBodyGyro_mean_Z" 0.0823432026610204
"STANDING" 13 "tBodyGyro_mean_Z" 0.085471246877193
"WALKING" 13 "tBodyGyro_mean_Z" 0.0784205641252632
"WALKING_DOWNSTAIRS" 13 "tBodyGyro_mean_Z" 0.111284239655957
"WALKING_UPSTAIRS" 13 "tBodyGyro_mean_Z" 0.116679563256364
"LAYING" 14 "tBodyGyro_mean_Z" 0.149124058235294
"SITTING" 14 "tBodyGyro_mean_Z" 0.0928523607037037
"STANDING" 14 "tBodyGyro_mean_Z" 0.07904758875
"WALKING" 14 "tBodyGyro_mean_Z" 0.0513222717627119
"WALKING_DOWNSTAIRS" 14 "tBodyGyro_mean_Z" 0.0353344537555556
"WALKING_UPSTAIRS" 14 "tBodyGyro_mean_Z" -0.0441381886666667
"LAYING" 15 "tBodyGyro_mean_Z" 0.113451899791667
"SITTING" 15 "tBodyGyro_mean_Z" 0.0951978083898305
"STANDING" 15 "tBodyGyro_mean_Z" 0.0761946738773585
"WALKING" 15 "tBodyGyro_mean_Z" 0.0842484921022222
"WALKING_DOWNSTAIRS" 15 "tBodyGyro_mean_Z" 0.0711758197607143
"WALKING_UPSTAIRS" 15 "tBodyGyro_mean_Z" 0.0911681484547917
"LAYING" 16 "tBodyGyro_mean_Z" 0.0966210349428571
"SITTING" 16 "tBodyGyro_mean_Z" 0.0795736310463768
"STANDING" 16 "tBodyGyro_mean_Z" 0.0867342708846154
"WALKING" 16 "tBodyGyro_mean_Z" 0.0818650735686274
"WALKING_DOWNSTAIRS" 16 "tBodyGyro_mean_Z" 0.0835380057
"WALKING_UPSTAIRS" 16 "tBodyGyro_mean_Z" -0.00779288021764706
"LAYING" 17 "tBodyGyro_mean_Z" 0.111440490309859
"SITTING" 17 "tBodyGyro_mean_Z" 0.0860053803375
"STANDING" 17 "tBodyGyro_mean_Z" 0.0880561869358974
"WALKING" 17 "tBodyGyro_mean_Z" 0.0757132656704918
"WALKING_DOWNSTAIRS" 17 "tBodyGyro_mean_Z" 0.0162878745776087
"WALKING_UPSTAIRS" 17 "tBodyGyro_mean_Z" 0.0560931358145833
"LAYING" 18 "tBodyGyro_mean_Z" 0.0937781948153846
"SITTING" 18 "tBodyGyro_mean_Z" 0.0848140511754386
"STANDING" 18 "tBodyGyro_mean_Z" 0.0843190675616438
"WALKING" 18 "tBodyGyro_mean_Z" 0.0944718394625
"WALKING_DOWNSTAIRS" 18 "tBodyGyro_mean_Z" 0.0987471683127273
"WALKING_UPSTAIRS" 18 "tBodyGyro_mean_Z" 0.0906736478431034
"LAYING" 19 "tBodyGyro_mean_Z" 0.10860511373494
"SITTING" 19 "tBodyGyro_mean_Z" 0.0968980718168493
"STANDING" 19 "tBodyGyro_mean_Z" 0.0710520180136986
"WALKING" 19 "tBodyGyro_mean_Z" 0.0798106981923077
"WALKING_DOWNSTAIRS" 19 "tBodyGyro_mean_Z" 0.163962510807692
